"","module","bin_name","module_name","module_class","module_category","module_subcategory","module_definition","stepwise_module_completeness","stepwise_module_is_complete","pathwise_module_completeness","pathwise_module_is_complete","proportion_unique_enzymes_present","enzymes_unique_to_module","unique_enzymes_hit_counts","enzyme_hits_in_module","gene_caller_ids_in_module","warnings","pathwise_copy_number","stepwise_copy_number","per_step_copy_numbers","group"
"2336","M00045","ND50_MAG_00018","Histidine degradation, histidine => N-formiminoglutamate => glutamate","Pathway modules","Amino acid metabolism","Histidine metabolism","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",0,"False",0.2,"False",1,"K01458","1","K01458","1745778","None",0,0,"0,0,0,1","susceptible"
"2337","M00024","ND50_MAG_00018","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",0.5,"False",0.666666666666667,"False",1,"K01713,K04518","1,1","K01713,K04093,K04518,K14170","1746477,1746477,1746776,1746776","K04093 is present in multiple modules: M00024/M00025,K14170 is present in multiple modules: M00024/M00025/M00040",0,0,"2,0","susceptible"
"2338","M00025","ND50_MAG_00018","Tyrosine biosynthesis, chorismate => HPP => tyrosine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0.5,"False",0.666666666666667,"False",1,"K04517","1","K04093,K04517,K14170","1746477,1746772,1746776","K04093 is present in multiple modules: M00024/M00025,K14170 is present in multiple modules: M00024/M00025/M00040",0,0,"1,0","susceptible"
"2339","M00912","ND50_MAG_00018","NAD biosynthesis, tryptophan => quinolinate => NAD","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00767,K00969,K01432,K01556,K07130","1747558,1746889,1746243,1746080,1746079","K00767 is present in multiple modules: M00115/M00912,K01556 is present in multiple modules: M00038/M00912,K01432 is present in multiple modules: M00038/M00912,K00969 is present in multiple modules: M00115/M00912,K07130 is present in multiple modules: M00038/M00912",0,0,"0,2,0,1,0,1,1,0","susceptible"
"2340","M00913","ND50_MAG_00018","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K00606 K00077 K13367 K00128 K01918",0.2,"False",0.2,"False",NA,"No enzymes unique to module",NA,"K00128","1745637","K00128 is present in multiple modules: M00135/M00913",0,0,"0,0,0,1,0","susceptible"
"2341","M00572","ND50_MAG_00018","Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00059,K00059,K00059,K00208,K00647,K02372,K02372,K02372,K09458,K09458,K09458","1747306,1747988,1748558,1747935,1746627,1746215,1747936,1746626,1747304,1747497,1747940","K00647 is present in multiple modules: M00083/M00572,K00059 is present in multiple modules: M00083/M00874/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572,K00208 is present in multiple modules: M00083/M00572,K02372 is present in multiple modules: M00083/M00572",0,0,"0,4,3,3,1,0","susceptible"
"2342","M00932","ND50_MAG_00018","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095",0.285714285714286,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K01661,K01911,K02549,K02551,K02552","1745254,1748208,1748209,1748621,1748622","K01661 is present in multiple modules: M00116/M00932,K02549 is present in multiple modules: M00116/M00932,K01911 is present in multiple modules: M00116/M00932,K02552 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932",0,0,"1,1,1,0,0,0,0","susceptible"
"2343","M00793","ND50_MAG_00018","dTDP-L-rhamnose biosynthesis","Pathway modules","Biosynthesis of terpenoids and polyketides","Polyketide sugar unit biosynthesis","K00973 K01710 (K01790 K00067,K23987)",1,"True",1,"True",1,"K00067,K00973,K01710,K01790","2,1,1,1","K00067,K00067,K00973,K01710,K01790","1746897,1748172,1747053,1746896,1746898","None",1,1,"1,1,1","susceptible"
"2344","M00548","ND50_MAG_00018","Benzene degradation, benzene => catechol","Pathway modules","Xenobiotics biodegradation","Aromatics degradation","K16249+K16243+K16244+K16242+K16245+K16246",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"2345","M00615","ND50_MAG_00018","Nitrate assimilation","Signature modules","Module set","Metabolic capacity","(K02575,K15576+K15577+K15578-K15579) M00531",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"2346","M00001","ND50_MAG_00020","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)",0.666666666666667,"False",0.7,"False",NA,"No enzymes unique to module",NA,"K00134,K00927,K01689,K01803,K01810,K01834,K11645","1749656,1750443,1750215,1750322,1750452,1748885,1748999","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K01834 is present in multiple modules: M00001/M00002/M00003,K11645 is present in multiple modules: M00001/M00003,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K01803 is present in multiple modules: M00001/M00002/M00003,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,1,0,1,1,1,1,1,0","susceptible"
"2347","M00307","ND50_MAG_00020","Pyruvate oxidation, pyruvate => acetyl-CoA","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",1,"True",1,"True",1,"K00161,K00162,K00627","1,1,1","K00161,K00162,K00382,K00382,K00627","1749551,1749553,1749726,1749993,1748794","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00036/M00032",1,1,"1","susceptible"
"2348","M00010","ND50_MAG_00020","Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K01647,K05942) (K01681,K01682) (K00031,K00030)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00031,K01681","1748863,1749112","K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K01681 is present in multiple modules: M00009/M00010/M00012/M00740/M00173/M00614",0,0,"0,1,1","susceptible"
"2349","M00909","ND50_MAG_00020","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042",0.8,"True",0.8,"True",1,"K03431,K04042","1,1","K00820,K01810,K03431,K04042","1749677,1750452,1749325,1749078","K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K00820 is present in multiple modules: M00892/M00909",1,0,"0,1,1,1,1","susceptible"
"2350","M00012","ND50_MAG_00020","Glyoxylate cycle","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)",0.8,"True",0.8,"True",1,"K01637,K01638","1,1","K00024,K01637,K01638,K01681","1749254,1749312,1749313,1749112","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614,K01681 is present in multiple modules: M00009/M00010/M00012/M00740/M00173/M00614",1,0,"0,1,1,1,1","susceptible"
"2351","M00741","ND50_MAG_00020","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"2352","M00165","ND50_MAG_00020","Reductive pentose phosphate cycle (Calvin cycle)","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)",0.636363636363636,"False",0.636363636363636,"False",NA,"No enzymes unique to module",NA,"K00134,K00615,K00927,K01808,K11532","1749656,1748883,1750443,1750402,1749775","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K11532 is present in multiple modules: M00003/M00165/M00167/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1,0,1,1,0,1,1,1","susceptible"
"2353","M00166","ND50_MAG_00020","Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00134,K00927","1749656,1750443","K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1","susceptible"
"2354","M00168","ND50_MAG_00020","CAM (Crassulacean acid metabolism), dark","Pathway modules","Energy metabolism","Carbon fixation","K01595 (K00025,K00026,K00024)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00024","1749254","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614",0,0,"0,1","susceptible"
"2355","M00579","ND50_MAG_00020","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation","(K00625,K13788,K15024) K00925",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"2356","M00378","ND50_MAG_00020","F420 biosynthesis, archaea","Pathway modules","Energy metabolism","Methane metabolism","K11780+K11781 K14941 K11212 K12234",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0","susceptible"
"2357","M00531","ND50_MAG_00020","Assimilatory nitrate reduction, nitrate => ammonia","Pathway modules","Energy metabolism","Nitrogen metabolism","(K00367,K10534,K00372-K00360) (K00366,K17877)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"2358","M00595","ND50_MAG_00020","Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","Pathway modules","Energy metabolism","Sulfur metabolism","K17222+K17223+K17224-K17225-K22622+K17226+K17227",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"2359","M00151","ND50_MAG_00020","Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis","((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00411,K00412,K00413","1750264,1750263,1750262","K00413 is present in multiple modules: M00151/M00152,K00411 is present in multiple modules: M00151/M00152,K00412 is present in multiple modules: M00151/M00152",1,1,"1","susceptible"
"2360","M00086","ND50_MAG_00020","beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism","K01897,K15013",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"2361","M00546","ND50_MAG_00020","Purine degradation, xanthine => urea","Pathway modules","Nucleotide metabolism","Purine metabolism","(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0","susceptible"
"2362","M00020","ND50_MAG_00020","Serine biosynthesis, glycerate-3P => serine","Pathway modules","Amino acid metabolism","Serine and threonine metabolism","K00058 K00831 (K01079,K02203,K22305,K25528)",1,"True",1,"True",1,"K00058,K01079","1,1","K00058,K00831,K01079","1748902,1748901,1749946","K00831 is present in multiple modules: M00020/M00124",1,1,"1,1,1","susceptible"
"2363","M00338","ND50_MAG_00020","Cysteine biosynthesis, homocysteine + serine => cysteine","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","(K01697,K10150) K01758",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"2364","M00035","ND50_MAG_00020","Methionine degradation","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)",0.75,"True",0.75,"True",1,"K00558,K01251","1,1","K00558,K00789,K01251","1749913,1749904,1749089","K00789 is present in multiple modules: M00609/M00034/M00035/M00368",1,0,"1,1,1,0","susceptible"
"2365","M00019","ND50_MAG_00020","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01652+(K01653,K11258) K00053 K01687 K00826",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00053,K00826,K01652,K01653,K01687","1749321,1749324,1750278,1749576,1750341","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01687 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01652 is present in multiple modules: M00019/M00570",1,1,"1,1,1,1","susceptible"
"2366","M00570","ND50_MAG_00020","Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",0.8,"True",0.8,"True",NA,"No enzymes unique to module",NA,"K00053,K00826,K01652,K01653,K01687","1749321,1749324,1750278,1749576,1750341","K00826 is present in multiple modules: M00019/M00570/M00036/M00119,K01687 is present in multiple modules: M00019/M00570,K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570,K01652 is present in multiple modules: M00019/M00570",1,0,"0,1,1,1,1","susceptible"
"2367","M00432","ND50_MAG_00020","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01649 (K01702,K01703+K01704) K00052",1,"True",1,"True",1,"K01649","2","K00052,K01649,K01649,K01703,K01704","1748993,1750458,1750182,1750029,1748992","K01703 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432,K00052 is present in multiple modules: M00535/M00432",1,1,"2,1,1","susceptible"
"2368","M00844","ND50_MAG_00020","Arginine biosynthesis, ornithine => arginine","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","K00611 K01940 (K01755,K14681)",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00611,K01755,K01940","1748960,1749872,1750403","K01940 is present in multiple modules: M00844/M00845/M00029,K01755 is present in multiple modules: M00844/M00845/M00029,K00611 is present in multiple modules: M00844/M00029",1,1,"1,1,1","susceptible"
"2369","M00015","ND50_MAG_00020","Proline biosynthesis, glutamate => proline","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","((K00931 K00147),K12657) K00286",1,"True",1,"True",1,"K00147,K00286,K00931","1,1,1","K00147,K00286,K00931","1749055,1750338,1749056","None",1,1,"1,1","susceptible"
"2370","M00026","ND50_MAG_00020","Histidine biosynthesis, PRPP => histidine","Pathway modules","Amino acid metabolism","Histidine metabolism","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",0.5,"False",0.666666666666667,"False",1,"K00013,K00817,K01523,K01693,K01814,K02500,K02501","1,1,1,1,1,1,1","K00013,K00817,K01523,K01693,K01814,K02500,K02501","1748846,1749933,1748933,1749992,1750186,1750185,1748870","None",0,0,"0,0,1,1,1,1","susceptible"
"2371","M00045","ND50_MAG_00020","Histidine degradation, histidine => N-formiminoglutamate => glutamate","Pathway modules","Amino acid metabolism","Histidine metabolism","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0","susceptible"
"2372","M00024","ND50_MAG_00020","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",0,"False",0.333333333333333,"False",1,"K04518","1","K04518","1748929","None",0,0,"0,0","susceptible"
"2373","M00025","ND50_MAG_00020","Tyrosine biosynthesis, chorismate => HPP => tyrosine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0,"False",0.333333333333333,"False",1,"K04517","1","K04517","1749934","None",0,0,"0,0","susceptible"
"2374","M00912","ND50_MAG_00020","NAD biosynthesis, tryptophan => quinolinate => NAD","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)",0.25,"False",0.25,"False",NA,"No enzymes unique to module",NA,"K00767,K00969","1749991,1749098","K00767 is present in multiple modules: M00115/M00912,K00969 is present in multiple modules: M00115/M00912",0,0,"0,0,0,0,0,1,1,0","susceptible"
"2375","M00913","ND50_MAG_00020","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K00606 K00077 K13367 K00128 K01918",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00606,K01918","1749736,1749447","K01918 is present in multiple modules: M00119/M00913,K00606 is present in multiple modules: M00119/M00913/M00914",0,0,"1,0,0,0,1","susceptible"
"2376","M00572","ND50_MAG_00020","Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)",0.833333333333333,"True",0.833333333333333,"True",1,"K02169","1","K00059,K00059,K00208,K00208,K02169,K02372,K09458","1749669,1748893,1749454,1749443,1748788,1750352,1749298","K00208 is present in multiple modules: M00083/M00572,K00059 is present in multiple modules: M00083/M00874/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572",1,0,"1,1,2,1,2,0","susceptible"
"2377","M00932","ND50_MAG_00020","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0,0,0","susceptible"
"2378","M00793","ND50_MAG_00020","dTDP-L-rhamnose biosynthesis","Pathway modules","Biosynthesis of terpenoids and polyketides","Polyketide sugar unit biosynthesis","K00973 K01710 (K01790 K00067,K23987)",0.666666666666667,"False",0.666666666666667,"False",1,"K00973,K01710","1,1","K00973,K01710","1750079,1749146","None",0,0,"1,1,0","susceptible"
"2379","M00548","ND50_MAG_00020","Benzene degradation, benzene => catechol","Pathway modules","Xenobiotics biodegradation","Aromatics degradation","K16249+K16243+K16244+K16242+K16245+K16246",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"2380","M00615","ND50_MAG_00020","Nitrate assimilation","Signature modules","Module set","Metabolic capacity","(K02575,K15576+K15577+K15578-K15579) M00531",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"2381","M00001","ND50_MAG_00021","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00845,K01624,K01624,K01689,K01689,K01803,K01810,K01834,K06859,K25026","1751646,1751225,1751473,1751029,1753162,1752274,1751457,1750577,1751946,1752767","K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01834 is present in multiple modules: M00001/M00002/M00003,K25026 is present in multiple modules: M00001/M00549/M00909,K00845 is present in multiple modules: M00001/M00549/M00892/M00909,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K01803 is present in multiple modules: M00001/M00002/M00003,K06859 is present in multiple modules: M00001/M00004",0,0,"2,2,0,2,1,0,1,2,0","resistant"
"2382","M00307","ND50_MAG_00021","Pyruvate oxidation, pyruvate => acetyl-CoA","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",1,"True",1,"True",1,"K00161,K00162,K00163,K00627","1,1,2,2","K00161,K00162,K00163,K00163,K00382,K00382,K00382,K00627,K00627","1753160,1753158,1751693,1750937,1751003,1751124,1751133,1751125,1751132","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00036/M00032",2,2,"2","resistant"
"2383","M00010","ND50_MAG_00021","Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K01647,K05942) (K01681,K01682) (K00031,K00030)",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00031,K01647,K01681","1752529,1751965,1752706","K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K01681 is present in multiple modules: M00009/M00010/M00012/M00740/M00173/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740",1,1,"1,1,1","resistant"
"2384","M00909","ND50_MAG_00021","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042",1,"True",1,"True",1,"K03431,K04042","1,1","K00820,K00845,K01810,K03431,K04042,K25026","1752385,1751646,1751457,1750920,1751460,1752767","K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K00820 is present in multiple modules: M00892/M00909,K25026 is present in multiple modules: M00001/M00549/M00909,K00845 is present in multiple modules: M00001/M00549/M00892/M00909",1,1,"2,1,1,1,1","resistant"
"2385","M00012","ND50_MAG_00021","Glyoxylate cycle","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)",0.8,"True",0.8,"True",1,"K01637","1","K00024,K01637,K01647,K01681","1751309,1752240,1751965,1752706","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614,K01681 is present in multiple modules: M00009/M00010/M00012/M00740/M00173/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740",1,0,"1,1,1,0,1","resistant"
"2386","M00741","ND50_MAG_00021","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K01965,K01966,K05606","1752952,1752948,1753201","K01965 is present in multiple modules: M00373/M00741/M00613,K01966 is present in multiple modules: M00373/M00741/M00613,K05606 is present in multiple modules: M00373/M00741/M00376/M00375/M00613",0,0,"1,1,0","resistant"
"2387","M00165","ND50_MAG_00021","Reductive pentose phosphate cycle (Calvin cycle)","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)",0.636363636363636,"False",0.636363636363636,"False",NA,"No enzymes unique to module",NA,"K00615,K01624,K01624,K01807,K11532","1750599,1751225,1751473,1751941,1752459","K11532 is present in multiple modules: M00003/M00165/M00167/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00167/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612",0,0,"0,0,0,0,2,1,1,2,1,1,1","resistant"
"2388","M00166","ND50_MAG_00021","Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0","resistant"
"2389","M00168","ND50_MAG_00021","CAM (Crassulacean acid metabolism), dark","Pathway modules","Energy metabolism","Carbon fixation","K01595 (K00025,K00026,K00024)",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00024,K01595","1751309,1750651","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614",1,1,"1,1","resistant"
"2390","M00579","ND50_MAG_00021","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation","(K00625,K13788,K15024) K00925",1,"True",1,"True",NA,"No enzymes unique to module",NA,"K00625,K00925","1751589,1751791","K00625 is present in multiple modules: M00579/M00357/M00617/M00618,K00925 is present in multiple modules: M00579/M00357/M00617/M00618",1,1,"1,1","resistant"
"2391","M00378","ND50_MAG_00021","F420 biosynthesis, archaea","Pathway modules","Energy metabolism","Methane metabolism","K11780+K11781 K14941 K11212 K12234",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0","resistant"
"2392","M00531","ND50_MAG_00021","Assimilatory nitrate reduction, nitrate => ammonia","Pathway modules","Energy metabolism","Nitrogen metabolism","(K00367,K10534,K00372-K00360) (K00366,K17877)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","resistant"
