"","bin_name","group","function.","count","total_cogs","proportion"
"1635","ND50_MAG_00022","susceptible","Transcription",62,1486,0.0417227456258412
"1636","ND50_MAG_00022","susceptible","Translation, ribosomal structure and biogenesis",146,1486,0.098250336473755
"1637","ND50_MAG_00023","susceptible","Amino acid transport and metabolism",192,3032,0.0633245382585752
"1638","ND50_MAG_00023","susceptible","Carbohydrate transport and metabolism",136,3032,0.0448548812664908
"1639","ND50_MAG_00023","susceptible","Cell cycle control, cell division, chromosome partitioning",40,3032,0.0131926121372032
"1640","ND50_MAG_00023","susceptible","Cell motility",20,3032,0.00659630606860158
"1641","ND50_MAG_00023","susceptible","Cell wall/membrane/envelope biogenesis",233,3032,0.0768469656992084
"1642","ND50_MAG_00023","susceptible","Coenzyme transport and metabolism",208,3032,0.0686015831134565
"1643","ND50_MAG_00023","susceptible","Cytoskeleton",2,3032,0.000659630606860158
"1644","ND50_MAG_00023","susceptible","Defense mechanisms",182,3032,0.0600263852242744
"1645","ND50_MAG_00023","susceptible","Energy production and conversion",280,3032,0.0923482849604222
"1646","ND50_MAG_00023","susceptible","Extracellular structures",17,3032,0.00560686015831135
"1647","ND50_MAG_00023","susceptible","Function unknown",125,3032,0.0412269129287599
"1648","ND50_MAG_00023","susceptible","General function prediction only",290,3032,0.095646437994723
"1649","ND50_MAG_00023","susceptible","Inorganic ion transport and metabolism",172,3032,0.0567282321899736
"1650","ND50_MAG_00023","susceptible","Intracellular trafficking, secretion, and vesicular transport",34,3032,0.0112137203166227
"1651","ND50_MAG_00023","susceptible","Lipid transport and metabolism",82,3032,0.0270448548812665
"1652","ND50_MAG_00023","susceptible","Mobilome: prophages, transposons",45,3032,0.0148416886543536
"1653","ND50_MAG_00023","susceptible","Nucleotide transport and metabolism",68,3032,0.0224274406332454
"1654","ND50_MAG_00023","susceptible","Posttranslational modification, protein turnover, chaperones",171,3032,0.0563984168865435
"1655","ND50_MAG_00023","susceptible","Replication, recombination and repair",132,3032,0.0435356200527705
"1656","ND50_MAG_00023","susceptible","Secondary metabolites biosynthesis, transport and catabolism",59,3032,0.0194591029023747
"1657","ND50_MAG_00023","susceptible","Signal transduction mechanisms",203,3032,0.0669525065963061
"1658","ND50_MAG_00023","susceptible","Transcription",132,3032,0.0435356200527705
"1659","ND50_MAG_00023","susceptible","Translation, ribosomal structure and biogenesis",209,3032,0.0689313984168865
"1660","ND50_MAG_00024","susceptible","Amino acid transport and metabolism",124,1607,0.0771624144368388
"1661","ND50_MAG_00024","susceptible","Carbohydrate transport and metabolism",68,1607,0.0423148724331052
"1662","ND50_MAG_00024","susceptible","Cell cycle control, cell division, chromosome partitioning",31,1607,0.0192906036092097
"1663","ND50_MAG_00024","susceptible","Cell motility",15,1607,0.00933416303671437
"1664","ND50_MAG_00024","susceptible","Cell wall/membrane/envelope biogenesis",183,1607,0.113876789047915
"1665","ND50_MAG_00024","susceptible","Coenzyme transport and metabolism",111,1607,0.0690728064716864
"1666","ND50_MAG_00024","susceptible","Cytoskeleton",3,1607,0.00186683260734287
"1667","ND50_MAG_00024","susceptible","Defense mechanisms",45,1607,0.0280024891101431
"1668","ND50_MAG_00024","susceptible","Energy production and conversion",94,1607,0.0584940883634101
"1669","ND50_MAG_00024","susceptible","Extracellular structures",6,1607,0.00373366521468575
"1670","ND50_MAG_00024","susceptible","Function unknown",71,1607,0.044181705040448
"1671","ND50_MAG_00024","susceptible","General function prediction only",119,1607,0.074051026757934
"1672","ND50_MAG_00024","susceptible","Inorganic ion transport and metabolism",75,1607,0.0466708151835719
"1673","ND50_MAG_00024","susceptible","Intracellular trafficking, secretion, and vesicular transport",26,1607,0.0161792159303049
"1674","ND50_MAG_00024","susceptible","Lipid transport and metabolism",86,1607,0.0535158680771624
"1675","ND50_MAG_00024","susceptible","Mobilome: prophages, transposons",5,1607,0.00311138767890479
"1676","ND50_MAG_00024","susceptible","Nucleotide transport and metabolism",52,1607,0.0323584318606098
"1677","ND50_MAG_00024","susceptible","Posttranslational modification, protein turnover, chaperones",109,1607,0.0678282514001245
"1678","ND50_MAG_00024","susceptible","Replication, recombination and repair",76,1607,0.0472930927193528
"1679","ND50_MAG_00024","susceptible","Secondary metabolites biosynthesis, transport and catabolism",20,1607,0.0124455507156192
"1680","ND50_MAG_00024","susceptible","Signal transduction mechanisms",48,1607,0.029869321717486
"1681","ND50_MAG_00024","susceptible","Transcription",63,1607,0.0392034847542004
"1682","ND50_MAG_00024","susceptible","Translation, ribosomal structure and biogenesis",177,1607,0.11014312383323
"1683","ND50_MAG_00025","susceptible","Amino acid transport and metabolism",40,872,0.0458715596330275
"1684","ND50_MAG_00025","susceptible","Carbohydrate transport and metabolism",31,872,0.0355504587155963
"1685","ND50_MAG_00025","susceptible","Cell cycle control, cell division, chromosome partitioning",18,872,0.0206422018348624
"1686","ND50_MAG_00025","susceptible","Cell motility",9,872,0.0103211009174312
"1687","ND50_MAG_00025","susceptible","Cell wall/membrane/envelope biogenesis",95,872,0.10894495412844
"1688","ND50_MAG_00025","susceptible","Coenzyme transport and metabolism",63,872,0.0722477064220183
"1689","ND50_MAG_00025","susceptible","Cytoskeleton",3,872,0.00344036697247706
"1690","ND50_MAG_00025","susceptible","Defense mechanisms",36,872,0.0412844036697248
"1691","ND50_MAG_00025","susceptible","Energy production and conversion",59,872,0.0676605504587156
"1692","ND50_MAG_00025","susceptible","Extracellular structures",2,872,0.00229357798165138
"1693","ND50_MAG_00025","susceptible","Function unknown",9,872,0.0103211009174312
"1694","ND50_MAG_00025","susceptible","General function prediction only",28,872,0.0321100917431193
"1695","ND50_MAG_00025","susceptible","Inorganic ion transport and metabolism",22,872,0.0252293577981651
"1696","ND50_MAG_00025","susceptible","Intracellular trafficking, secretion, and vesicular transport",33,872,0.0378440366972477
"1697","ND50_MAG_00025","susceptible","Lipid transport and metabolism",48,872,0.055045871559633
"1698","ND50_MAG_00025","susceptible","Mobilome: prophages, transposons",27,872,0.0309633027522936
"1699","ND50_MAG_00025","susceptible","Nucleotide transport and metabolism",40,872,0.0458715596330275
"1700","ND50_MAG_00025","susceptible","Posttranslational modification, protein turnover, chaperones",55,872,0.0630733944954128
"1701","ND50_MAG_00025","susceptible","Replication, recombination and repair",75,872,0.0860091743119266
"1702","ND50_MAG_00025","susceptible","Secondary metabolites biosynthesis, transport and catabolism",4,872,0.00458715596330275
"1703","ND50_MAG_00025","susceptible","Signal transduction mechanisms",8,872,0.0091743119266055
"1704","ND50_MAG_00025","susceptible","Transcription",30,872,0.0344036697247706
"1705","ND50_MAG_00025","susceptible","Translation, ribosomal structure and biogenesis",137,872,0.157110091743119
"1706","ND50_MAG_00027","susceptible","Amino acid transport and metabolism",147,1830,0.080327868852459
"1707","ND50_MAG_00027","susceptible","Carbohydrate transport and metabolism",153,1830,0.0836065573770492
"1708","ND50_MAG_00027","susceptible","Cell cycle control, cell division, chromosome partitioning",46,1830,0.0251366120218579
"1709","ND50_MAG_00027","susceptible","Cell motility",26,1830,0.014207650273224
"1710","ND50_MAG_00027","susceptible","Cell wall/membrane/envelope biogenesis",131,1830,0.0715846994535519
"1711","ND50_MAG_00027","susceptible","Coenzyme transport and metabolism",121,1830,0.066120218579235
"1712","ND50_MAG_00027","susceptible","Cytoskeleton",2,1830,0.00109289617486339
"1713","ND50_MAG_00027","susceptible","Defense mechanisms",25,1830,0.0136612021857923
"1714","ND50_MAG_00027","susceptible","Energy production and conversion",123,1830,0.0672131147540984
"1715","ND50_MAG_00027","susceptible","Extracellular structures",18,1830,0.00983606557377049
"1716","ND50_MAG_00027","susceptible","Function unknown",68,1830,0.0371584699453552
"1717","ND50_MAG_00027","susceptible","General function prediction only",143,1830,0.0781420765027322
"1718","ND50_MAG_00027","susceptible","Inorganic ion transport and metabolism",117,1830,0.0639344262295082
"1719","ND50_MAG_00027","susceptible","Intracellular trafficking, secretion, and vesicular transport",59,1830,0.0322404371584699
"1720","ND50_MAG_00027","susceptible","Lipid transport and metabolism",100,1830,0.0546448087431694
"1721","ND50_MAG_00027","susceptible","Mobilome: prophages, transposons",1,1830,0.000546448087431694
"1722","ND50_MAG_00027","susceptible","Nucleotide transport and metabolism",54,1830,0.0295081967213115
"1723","ND50_MAG_00027","susceptible","Posttranslational modification, protein turnover, chaperones",102,1830,0.0557377049180328
"1724","ND50_MAG_00027","susceptible","Replication, recombination and repair",79,1830,0.0431693989071038
"1725","ND50_MAG_00027","susceptible","Secondary metabolites biosynthesis, transport and catabolism",15,1830,0.00819672131147541
"1726","ND50_MAG_00027","susceptible","Signal transduction mechanisms",51,1830,0.0278688524590164
"1727","ND50_MAG_00027","susceptible","Transcription",64,1830,0.0349726775956284
"1728","ND50_MAG_00027","susceptible","Translation, ribosomal structure and biogenesis",185,1830,0.101092896174863
"1729","ND50_MAG_00029","susceptible","Amino acid transport and metabolism",139,1739,0.0799309948246118
"1730","ND50_MAG_00029","susceptible","Carbohydrate transport and metabolism",105,1739,0.0603795284646348
"1731","ND50_MAG_00029","susceptible","Cell cycle control, cell division, chromosome partitioning",20,1739,0.0115008625646924
"1732","ND50_MAG_00029","susceptible","Cell motility",46,1739,0.0264519838987924
"1733","ND50_MAG_00029","susceptible","Cell wall/membrane/envelope biogenesis",124,1739,0.0713053479010926
"1734","ND50_MAG_00029","susceptible","Coenzyme transport and metabolism",89,1739,0.051178838412881
"1735","ND50_MAG_00029","susceptible","Cytoskeleton",2,1739,0.00115008625646924
"1736","ND50_MAG_00029","susceptible","Defense mechanisms",51,1739,0.0293271995399655
"1737","ND50_MAG_00029","susceptible","Energy production and conversion",104,1739,0.0598044853364002
"1738","ND50_MAG_00029","susceptible","Extracellular structures",31,1739,0.0178263369752731
"1739","ND50_MAG_00029","susceptible","Function unknown",51,1739,0.0293271995399655
"1740","ND50_MAG_00029","susceptible","General function prediction only",135,1739,0.0776308223116734
"1741","ND50_MAG_00029","susceptible","Inorganic ion transport and metabolism",77,1739,0.0442783208740656
"1742","ND50_MAG_00029","susceptible","Intracellular trafficking, secretion, and vesicular transport",58,1739,0.0333525014376078
"1743","ND50_MAG_00029","susceptible","Lipid transport and metabolism",82,1739,0.0471535365152386
"1744","ND50_MAG_00029","susceptible","Mobilome: prophages, transposons",2,1739,0.00115008625646924
"1745","ND50_MAG_00029","susceptible","Nucleotide transport and metabolism",64,1739,0.0368027602070155
"1746","ND50_MAG_00029","susceptible","Posttranslational modification, protein turnover, chaperones",116,1739,0.0667050028752156
"1747","ND50_MAG_00029","susceptible","Replication, recombination and repair",75,1739,0.0431282346175963
"1748","ND50_MAG_00029","susceptible","Secondary metabolites biosynthesis, transport and catabolism",28,1739,0.0161012075905693
"1749","ND50_MAG_00029","susceptible","Signal transduction mechanisms",103,1739,0.0592294422081656
"1750","ND50_MAG_00029","susceptible","Transcription",70,1739,0.0402530189764232
"1751","ND50_MAG_00029","susceptible","Translation, ribosomal structure and biogenesis",167,1739,0.0960322024151811
"1752","ND50_MAG_00030","susceptible","Amino acid transport and metabolism",166,2174,0.0763569457221711
"1753","ND50_MAG_00030","susceptible","Carbohydrate transport and metabolism",131,2174,0.0602575896964121
"1754","ND50_MAG_00030","susceptible","Cell cycle control, cell division, chromosome partitioning",29,2174,0.0133394664213431
"1755","ND50_MAG_00030","susceptible","Cell motility",75,2174,0.0344986200551978
"1756","ND50_MAG_00030","susceptible","Cell wall/membrane/envelope biogenesis",124,2174,0.0570377184912604
"1757","ND50_MAG_00030","susceptible","Coenzyme transport and metabolism",123,2174,0.0565777368905244
"1758","ND50_MAG_00030","susceptible","Cytoskeleton",4,2174,0.00183992640294388
"1759","ND50_MAG_00030","susceptible","Defense mechanisms",53,2174,0.0243790248390064
"1760","ND50_MAG_00030","susceptible","Energy production and conversion",105,2174,0.0482980680772769
"1761","ND50_MAG_00030","susceptible","Extracellular structures",32,2174,0.0147194112235511
"1762","ND50_MAG_00030","susceptible","Function unknown",55,2174,0.0252989880404784
"1763","ND50_MAG_00030","susceptible","General function prediction only",158,2174,0.0726770929162834
"1764","ND50_MAG_00030","susceptible","Inorganic ion transport and metabolism",111,2174,0.0510579576816927
"1765","ND50_MAG_00030","susceptible","Intracellular trafficking, secretion, and vesicular transport",56,2174,0.0257589696412144
"1766","ND50_MAG_00030","susceptible","Lipid transport and metabolism",83,2174,0.0381784728610856
"1767","ND50_MAG_00030","susceptible","Mobilome: prophages, transposons",13,2174,0.00597976080956762
"1768","ND50_MAG_00030","susceptible","Nucleotide transport and metabolism",63,2174,0.0289788408463661
"1769","ND50_MAG_00030","susceptible","Posttranslational modification, protein turnover, chaperones",112,2174,0.0515179392824287
"1770","ND50_MAG_00030","susceptible","Replication, recombination and repair",96,2174,0.0441582336706532
"1771","ND50_MAG_00030","susceptible","Secondary metabolites biosynthesis, transport and catabolism",29,2174,0.0133394664213431
"1772","ND50_MAG_00030","susceptible","Signal transduction mechanisms",244,2174,0.112235510579577
"1773","ND50_MAG_00030","susceptible","Transcription",126,2174,0.0579576816927323
"1774","ND50_MAG_00030","susceptible","Translation, ribosomal structure and biogenesis",186,2174,0.0855565777368905
"1775","ND50_MAG_00031","susceptible","Amino acid transport and metabolism",180,2006,0.0897308075772682
"1776","ND50_MAG_00031","susceptible","Carbohydrate transport and metabolism",96,2006,0.0478564307078764
"1777","ND50_MAG_00031","susceptible","Cell cycle control, cell division, chromosome partitioning",37,2006,0.018444666001994
"1778","ND50_MAG_00031","susceptible","Cell motility",3,2006,0.00149551345962114
"1779","ND50_MAG_00031","susceptible","Cell wall/membrane/envelope biogenesis",89,2006,0.0443668993020937
"1780","ND50_MAG_00031","susceptible","Coenzyme transport and metabolism",161,2006,0.080259222333001
"1781","ND50_MAG_00031","susceptible","Cytoskeleton",9,2006,0.00448654037886341
"1782","ND50_MAG_00031","susceptible","Defense mechanisms",58,2006,0.028913260219342
"1783","ND50_MAG_00031","susceptible","Energy production and conversion",157,2006,0.0782652043868395
"1784","ND50_MAG_00031","susceptible","Extracellular structures",6,2006,0.00299102691924227
"1785","ND50_MAG_00031","susceptible","Function unknown",49,2006,0.0244267198404786
"1786","ND50_MAG_00031","susceptible","General function prediction only",195,2006,0.0972083748753739
"1787","ND50_MAG_00031","susceptible","Inorganic ion transport and metabolism",98,2006,0.0488534396809571
"1788","ND50_MAG_00031","susceptible","Intracellular trafficking, secretion, and vesicular transport",27,2006,0.0134596211365902
"1789","ND50_MAG_00031","susceptible","Lipid transport and metabolism",191,2006,0.0952143569292124
"1790","ND50_MAG_00031","susceptible","Mobilome: prophages, transposons",1,2006,0.000498504486540379
"1791","ND50_MAG_00031","susceptible","Nucleotide transport and metabolism",61,2006,0.0304087736789631
"1792","ND50_MAG_00031","susceptible","Posttranslational modification, protein turnover, chaperones",93,2006,0.0463609172482552
"1793","ND50_MAG_00031","susceptible","RNA processing and modification",1,2006,0.000498504486540379
"1794","ND50_MAG_00031","susceptible","Replication, recombination and repair",94,2006,0.0468594217347956
"1795","ND50_MAG_00031","susceptible","Secondary metabolites biosynthesis, transport and catabolism",67,2006,0.0333998005982054
"1796","ND50_MAG_00031","susceptible","Signal transduction mechanisms",65,2006,0.0324027916251246
"1797","ND50_MAG_00031","susceptible","Transcription",93,2006,0.0463609172482552
"1798","ND50_MAG_00031","susceptible","Translation, ribosomal structure and biogenesis",175,2006,0.0872382851445663
"1799","ND50_MAG_00033","susceptible","Amino acid transport and metabolism",221,3588,0.0615942028985507
"1800","ND50_MAG_00033","susceptible","Carbohydrate transport and metabolism",142,3588,0.0395763656633222
"1801","ND50_MAG_00033","susceptible","Cell cycle control, cell division, chromosome partitioning",80,3588,0.0222965440356745
"1802","ND50_MAG_00033","susceptible","Cell motility",82,3588,0.0228539576365663
"1803","ND50_MAG_00033","susceptible","Cell wall/membrane/envelope biogenesis",296,3588,0.0824972129319955
"1804","ND50_MAG_00033","susceptible","Coenzyme transport and metabolism",173,3588,0.048216276477146
"1805","ND50_MAG_00033","susceptible","Cytoskeleton",9,3588,0.00250836120401338
"1806","ND50_MAG_00033","susceptible","Defense mechanisms",74,3588,0.0206243032329989
"1807","ND50_MAG_00033","susceptible","Energy production and conversion",161,3588,0.0448717948717949
"1808","ND50_MAG_00033","susceptible","Extracellular structures",59,3588,0.0164437012263099
"1809","ND50_MAG_00033","susceptible","Function unknown",102,3588,0.028428093645485
"1810","ND50_MAG_00033","susceptible","General function prediction only",313,3588,0.0872352285395764
"1811","ND50_MAG_00033","susceptible","Inorganic ion transport and metabolism",136,3588,0.0379041248606466
"1812","ND50_MAG_00033","susceptible","Intracellular trafficking, secretion, and vesicular transport",78,3588,0.0217391304347826
"1813","ND50_MAG_00033","susceptible","Lipid transport and metabolism",212,3588,0.0590858416945373
"1814","ND50_MAG_00033","susceptible","Mobilome: prophages, transposons",13,3588,0.0036231884057971
"1815","ND50_MAG_00033","susceptible","Nucleotide transport and metabolism",104,3588,0.0289855072463768
"1816","ND50_MAG_00033","susceptible","Posttranslational modification, protein turnover, chaperones",241,3588,0.0671683389074693
"1817","ND50_MAG_00033","susceptible","RNA processing and modification",1,3588,0.000278706800445931
"1818","ND50_MAG_00033","susceptible","Replication, recombination and repair",141,3588,0.0392976588628763
"1819","ND50_MAG_00033","susceptible","Secondary metabolites biosynthesis, transport and catabolism",71,3588,0.0197881828316611
"1820","ND50_MAG_00033","susceptible","Signal transduction mechanisms",443,3588,0.123467112597547
"1821","ND50_MAG_00033","susceptible","Transcription",173,3588,0.048216276477146
"1822","ND50_MAG_00033","susceptible","Translation, ribosomal structure and biogenesis",263,3588,0.0732998885172798
"1823","ND50_MAG_00035","susceptible","Amino acid transport and metabolism",166,2219,0.074808472284813
"1824","ND50_MAG_00035","susceptible","Carbohydrate transport and metabolism",119,2219,0.0536277602523659
"1825","ND50_MAG_00035","susceptible","Cell cycle control, cell division, chromosome partitioning",21,2219,0.00946372239747634
"1826","ND50_MAG_00035","susceptible","Cell motility",94,2219,0.0423614240648941
"1827","ND50_MAG_00035","susceptible","Cell wall/membrane/envelope biogenesis",180,2219,0.0811176205497972
"1828","ND50_MAG_00035","susceptible","Coenzyme transport and metabolism",115,2219,0.0518251464623704
"1829","ND50_MAG_00035","susceptible","Cytoskeleton",2,2219,0.000901306894997747
"1830","ND50_MAG_00035","susceptible","Defense mechanisms",51,2219,0.0229833258224425
"1831","ND50_MAG_00035","susceptible","Energy production and conversion",124,2219,0.0558810274898603
"1832","ND50_MAG_00035","susceptible","Extracellular structures",47,2219,0.021180712032447
"1833","ND50_MAG_00035","susceptible","Function unknown",81,2219,0.0365029292474087
"1834","ND50_MAG_00035","susceptible","General function prediction only",192,2219,0.0865254619197837
"1835","ND50_MAG_00035","susceptible","Inorganic ion transport and metabolism",104,2219,0.0468679585398828
"1836","ND50_MAG_00035","susceptible","Intracellular trafficking, secretion, and vesicular transport",72,2219,0.0324470482199189
"1837","ND50_MAG_00035","susceptible","Lipid transport and metabolism",97,2219,0.0437133844073907
"1838","ND50_MAG_00035","susceptible","Mobilome: prophages, transposons",2,2219,0.000901306894997747
"1839","ND50_MAG_00035","susceptible","Nucleotide transport and metabolism",69,2219,0.0310950878774223
"1840","ND50_MAG_00035","susceptible","Posttranslational modification, protein turnover, chaperones",157,2219,0.0707525912573231
"1841","ND50_MAG_00035","susceptible","Replication, recombination and repair",89,2219,0.0401081568273997
"1842","ND50_MAG_00035","susceptible","Secondary metabolites biosynthesis, transport and catabolism",33,2219,0.0148715637674628
"1843","ND50_MAG_00035","susceptible","Signal transduction mechanisms",145,2219,0.0653447498873366
"1844","ND50_MAG_00035","susceptible","Transcription",89,2219,0.0401081568273997
"1845","ND50_MAG_00035","susceptible","Translation, ribosomal structure and biogenesis",170,2219,0.0766110860748085
"1846","ND50_MAG_00037","susceptible","Amino acid transport and metabolism",246,3865,0.0636481241914618
"1847","ND50_MAG_00037","susceptible","Carbohydrate transport and metabolism",239,3865,0.0618369987063389
"1848","ND50_MAG_00037","susceptible","Cell cycle control, cell division, chromosome partitioning",54,3865,0.0139715394566624
"1849","ND50_MAG_00037","susceptible","Cell motility",103,3865,0.0266494178525226
"1850","ND50_MAG_00037","susceptible","Cell wall/membrane/envelope biogenesis",284,3865,0.0734799482535576
"1851","ND50_MAG_00037","susceptible","Coenzyme transport and metabolism",192,3865,0.0496765847347995
"1852","ND50_MAG_00037","susceptible","Cytoskeleton",1,3865,0.000258732212160414
"1853","ND50_MAG_00037","susceptible","Defense mechanisms",121,3865,0.0313065976714101
"1854","ND50_MAG_00037","susceptible","Energy production and conversion",241,3865,0.0623544631306598
"1855","ND50_MAG_00037","susceptible","Extracellular structures",129,3865,0.0333764553686934
"1856","ND50_MAG_00037","susceptible","Function unknown",262,3865,0.0677878395860285
"1857","ND50_MAG_00037","susceptible","General function prediction only",389,3865,0.100646830530401
"1858","ND50_MAG_00037","susceptible","Inorganic ion transport and metabolism",177,3865,0.0457956015523933
"1859","ND50_MAG_00037","susceptible","Intracellular trafficking, secretion, and vesicular transport",187,3865,0.0483829236739974
"1860","ND50_MAG_00037","susceptible","Lipid transport and metabolism",141,3865,0.0364812419146184
"1861","ND50_MAG_00037","susceptible","Mobilome: prophages, transposons",18,3865,0.00465717981888745
"1862","ND50_MAG_00037","susceptible","Nucleotide transport and metabolism",74,3865,0.0191461836998706
"1863","ND50_MAG_00037","susceptible","Posttranslational modification, protein turnover, chaperones",242,3865,0.0626131953428202
"1864","ND50_MAG_00037","susceptible","Replication, recombination and repair",133,3865,0.0344113842173351
"1865","ND50_MAG_00037","susceptible","Secondary metabolites biosynthesis, transport and catabolism",79,3865,0.0204398447606727
"1866","ND50_MAG_00037","susceptible","Signal transduction mechanisms",198,3865,0.051228978007762
"1867","ND50_MAG_00037","susceptible","Transcription",134,3865,0.0346701164294955
"1868","ND50_MAG_00037","susceptible","Translation, ribosomal structure and biogenesis",221,3865,0.0571798188874515
"1869","ND50_MAG_00038","susceptible","Amino acid transport and metabolism",256,2646,0.0967498110355253
"1870","ND50_MAG_00038","susceptible","Carbohydrate transport and metabolism",115,2646,0.0434618291761149
"1871","ND50_MAG_00038","susceptible","Cell cycle control, cell division, chromosome partitioning",39,2646,0.0147392290249433
"1872","ND50_MAG_00038","susceptible","Cell motility",89,2646,0.0336356764928194
"1873","ND50_MAG_00038","susceptible","Cell wall/membrane/envelope biogenesis",150,2646,0.0566893424036281
"1874","ND50_MAG_00038","susceptible","Coenzyme transport and metabolism",222,2646,0.0839002267573696
"1875","ND50_MAG_00038","susceptible","Cytoskeleton",3,2646,0.00113378684807256
"1876","ND50_MAG_00038","susceptible","Defense mechanisms",67,2646,0.0253212396069539
"1877","ND50_MAG_00038","susceptible","Energy production and conversion",209,2646,0.0789871504157218
"1878","ND50_MAG_00038","susceptible","Extracellular structures",32,2646,0.0120937263794407
"1879","ND50_MAG_00038","susceptible","Function unknown",90,2646,0.0340136054421769
"1880","ND50_MAG_00038","susceptible","General function prediction only",233,2646,0.0880574452003023
"1881","ND50_MAG_00038","susceptible","Inorganic ion transport and metabolism",124,2646,0.0468631897203326
"1882","ND50_MAG_00038","susceptible","Intracellular trafficking, secretion, and vesicular transport",67,2646,0.0253212396069539
"1883","ND50_MAG_00038","susceptible","Lipid transport and metabolism",169,2646,0.063869992441421
"1884","ND50_MAG_00038","susceptible","Mobilome: prophages, transposons",10,2646,0.00377928949357521
"1885","ND50_MAG_00038","susceptible","Nucleotide transport and metabolism",63,2646,0.0238095238095238
"1886","ND50_MAG_00038","susceptible","Posttranslational modification, protein turnover, chaperones",144,2646,0.054421768707483
"1887","ND50_MAG_00038","susceptible","RNA processing and modification",1,2646,0.000377928949357521
"1888","ND50_MAG_00038","susceptible","Replication, recombination and repair",93,2646,0.0351473922902494
"1889","ND50_MAG_00038","susceptible","Secondary metabolites biosynthesis, transport and catabolism",69,2646,0.0260770975056689
"1890","ND50_MAG_00038","susceptible","Signal transduction mechanisms",104,2646,0.0393046107331822
"1891","ND50_MAG_00038","susceptible","Transcription",94,2646,0.035525321239607
"1892","ND50_MAG_00038","susceptible","Translation, ribosomal structure and biogenesis",203,2646,0.0767195767195767
"1893","ND50_MAG_00039","susceptible","Amino acid transport and metabolism",155,1890,0.082010582010582
"1894","ND50_MAG_00039","susceptible","Carbohydrate transport and metabolism",68,1890,0.035978835978836
"1895","ND50_MAG_00039","susceptible","Cell cycle control, cell division, chromosome partitioning",33,1890,0.0174603174603175
"1896","ND50_MAG_00039","susceptible","Cell motility",36,1890,0.019047619047619
"1897","ND50_MAG_00039","susceptible","Cell wall/membrane/envelope biogenesis",130,1890,0.0687830687830688
"1898","ND50_MAG_00039","susceptible","Coenzyme transport and metabolism",139,1890,0.0735449735449735
"1899","ND50_MAG_00039","susceptible","Cytoskeleton",1,1890,0.000529100529100529
"1900","ND50_MAG_00039","susceptible","Defense mechanisms",49,1890,0.0259259259259259
"1901","ND50_MAG_00039","susceptible","Energy production and conversion",123,1890,0.0650793650793651
"1902","ND50_MAG_00039","susceptible","Extracellular structures",30,1890,0.0158730158730159
"1903","ND50_MAG_00039","susceptible","Function unknown",68,1890,0.035978835978836
"1904","ND50_MAG_00039","susceptible","General function prediction only",128,1890,0.0677248677248677
"1905","ND50_MAG_00039","susceptible","Inorganic ion transport and metabolism",109,1890,0.0576719576719577
"1906","ND50_MAG_00039","susceptible","Intracellular trafficking, secretion, and vesicular transport",50,1890,0.0264550264550265
"1907","ND50_MAG_00039","susceptible","Lipid transport and metabolism",80,1890,0.0423280423280423
"1908","ND50_MAG_00039","susceptible","Mobilome: prophages, transposons",16,1890,0.00846560846560847
"1909","ND50_MAG_00039","susceptible","Nucleotide transport and metabolism",50,1890,0.0264550264550265
"1910","ND50_MAG_00039","susceptible","Posttranslational modification, protein turnover, chaperones",161,1890,0.0851851851851852
"1911","ND50_MAG_00039","susceptible","RNA processing and modification",1,1890,0.000529100529100529
"1912","ND50_MAG_00039","susceptible","Replication, recombination and repair",92,1890,0.0486772486772487
"1913","ND50_MAG_00039","susceptible","Secondary metabolites biosynthesis, transport and catabolism",29,1890,0.0153439153439153
"1914","ND50_MAG_00039","susceptible","Signal transduction mechanisms",71,1890,0.0375661375661376
"1915","ND50_MAG_00039","susceptible","Transcription",89,1890,0.0470899470899471
"1916","ND50_MAG_00039","susceptible","Translation, ribosomal structure and biogenesis",182,1890,0.0962962962962963
"1917","ND50_MAG_00040","susceptible","Amino acid transport and metabolism",182,2474,0.0735650767987066
"1918","ND50_MAG_00040","susceptible","Carbohydrate transport and metabolism",112,2474,0.0452708164915117
"1919","ND50_MAG_00040","susceptible","Cell cycle control, cell division, chromosome partitioning",31,2474,0.0125303152789006
"1920","ND50_MAG_00040","susceptible","Cell motility",15,2474,0.00606305578011318
"1921","ND50_MAG_00040","susceptible","Cell wall/membrane/envelope biogenesis",190,2474,0.0767987065481002
"1922","ND50_MAG_00040","susceptible","Coenzyme transport and metabolism",185,2474,0.0747776879547292
"1923","ND50_MAG_00040","susceptible","Cytoskeleton",2,2474,0.000808407437348424
"1924","ND50_MAG_00040","susceptible","Defense mechanisms",123,2474,0.0497170573969281
"1925","ND50_MAG_00040","susceptible","Energy production and conversion",235,2474,0.0949878738884398
"1926","ND50_MAG_00040","susceptible","Extracellular structures",10,2474,0.00404203718674212
"1927","ND50_MAG_00040","susceptible","Function unknown",98,2474,0.0396119644300728
"1928","ND50_MAG_00040","susceptible","General function prediction only",215,2474,0.0869037995149555
"1929","ND50_MAG_00040","susceptible","Inorganic ion transport and metabolism",112,2474,0.0452708164915117
"1930","ND50_MAG_00040","susceptible","Intracellular trafficking, secretion, and vesicular transport",38,2474,0.01535974130962
"1931","ND50_MAG_00040","susceptible","Lipid transport and metabolism",72,2474,0.0291026677445432
"1932","ND50_MAG_00040","susceptible","Mobilome: prophages, transposons",23,2474,0.00929668552950687
